ORF,ImageNumber,ObjectNumber,filename,Plate,well_number,series_number,gene_name,row_id,score,is_inlier
YDL135C,1832,27,20181015_135757_230plate10WellJ10BlueChannel(series2).tif,10,J10,2,RDI1,1832,0.0770996865306404,False
YMR014W,957,21,20181002_135035_623plate1WellN07BlueChannel(series3).tif,1,N07,3,BUD22,957,0.13219441270617271,False
YMR233W,989,64,20181002_135035_623plate1WellN18BlueChannel(series2).tif,1,N18,2,TRI1,989,0.1419985213209721,False
YAR030C,734,7,20181002_135035_623plate1WellK05BlueChannel(series2).tif,1,K05,2,,734,0.13749333702886607,False
YCR043C,1816,50,20181015_135757_230plate10WellJ05BlueChannel(series1).tif,10,J05,1,,1816,0.14215716911337714,False
YNR063W,1763,14,20181015_135757_230plate10WellI11BlueChannel(series2).tif,10,I11,2,PUL4,1763,0.09475030171422652,False
YMR194W,684,39,20181002_135035_623plate1WellJ12BlueChannel(series3).tif,1,J12,3,RPL36A,684,0.11196444167574877,False
YDL237W,1939,44,20181015_135757_230plate10WellK22BlueChannel(series1).tif,10,K22,1,AIM6,1939,0.0546579014578947,False
YJR144W,1363,19,20181015_135757_230plate10WellC22BlueChannel(series1).tif,10,C22,1,MGM101,1363,0.11640545259958482,False
YMR244C-A,1121,5,20181002_135035_623plate1WellP14BlueChannel(series2).tif,1,P14,2,COA6,1121,0.08205226734310811,False
YMR191W,666,37,20181002_135035_623plate1WellJ06BlueChannel(series3).tif,1,J06,3,SPG5,666,0.1424343689837458,False
YDL214C,1761,46,20181015_135757_230plate10WellI10BlueChannel(series3).tif,10,I10,3,PRR2,1761,0.0979842882224917,False
YMR174C,1607,10,20181015_135757_230plate10WellG07BlueChannel(series2).tif,10,G07,2,PAI3,1607,0.13802899183475087,False
YCR025C,1697,39,20181015_135757_230plate10WellH13BlueChannel(series2).tif,10,H13,2,,1697,0.036288194672625756,False
YAR027W,637,62,20181002_135035_623plate1WellI21BlueChannel(series1).tif,1,I21,1,UIP3,637,0.13697337664182727,False
YDL192W,1617,12,20181015_135757_230plate10WellG10BlueChannel(series3).tif,10,G10,3,ARF1,1617,0.14153417962237266,False
YJR051W,1291,68,20181015_135757_230plate10WellB22BlueChannel(series1).tif,10,B22,1,OSM1,1291,0.1416885342906001,False
YDL119C,1670,8,20181015_135757_230plate10WellH04BlueChannel(series2).tif,10,H04,2,HEM25,1670,0.08197257347420916,False
YAR031W,728,31,20181002_135035_623plate1WellK03BlueChannel(series2).tif,1,K03,2,PRM9,728,0.14234351574350682,False
YDL218W,1779,16,20181015_135757_230plate10WellI16BlueChannel(series3).tif,10,I16,3,,1779,0.08842575735464572,False
YMR042W,112,56,20181002_135035_623plate1WellB14BlueChannel(series1).tif,1,B14,1,ARG80,112,0.08309199805435508,False
YDL116W,1580,26,20181015_135757_230plate10WellF22BlueChannel(series2).tif,10,F22,2,NUP84,1580,0.11896540662254258,False
YLR111W,1055,105,20181002_135035_623plate1WellO16BlueChannel(series2).tif,1,O16,2,,1055,0.12456978013974207,False
YDL156W,1969,56,20181015_135757_230plate10WellL08BlueChannel(series1).tif,10,L08,1,CMR1,1969,0.13829639133775287,False
YMR158W-A,288,40,20181002_135035_623plate1WellD24BlueChannel(series3).tif,1,D24,3,,288,0.11198920646396232,False
YCR049C,1829,64,20181015_135757_230plate10WellJ09BlueChannel(series2).tif,10,J09,2,,1829,0.043237694736833726,False
YAR028W,644,5,20181002_135035_623plate1WellI23BlueChannel(series2).tif,1,I23,2,,644,0.05045825553047577,False
YJR134C,1339,9,20181015_135757_230plate10WellC14BlueChannel(series1).tif,10,C14,1,SGM1,1339,0.13908792877357073,False
YAL011W,477,4,20181002_135035_623plate1WellG15BlueChannel(series3).tif,1,G15,3,SWC3,477,0.1283415829879815,False
YLL024C,1028,117,20181002_135035_623plate1WellO07BlueChannel(series2).tif,1,O07,2,SSA2,1028,0.10698187783125045,False
YLR445W,1343,38,20181015_135757_230plate10WellC15BlueChannel(series2).tif,10,C15,2,GMC2,1343,0.061462799626492426,False
YMR215W,839,69,20181002_135035_623plate1WellL16BlueChannel(series2).tif,1,L16,2,GAS3,839,0.08579438333298225,False
YDR006C,2077,87,20181015_135757_230plate10WellM20BlueChannel(series1).tif,10,M20,1,SOK1,2077,0.1302020605208856,False
YDR032C,1265,11,20181015_135757_230plate10WellB13BlueChannel(series2).tif,10,B13,2,PST2,1265,0.11342394086719637,False
YAL068C,8,97,20181002_135035_623plate1WellA03BlueChannel(series2).tif,1,A03,2,PAU8,8,0.14126743830218505,False
YDL096C,1436,44,20181015_135757_230plate10WellD22BlueChannel(series2).tif,10,D22,2,OPI6,1436,0.1300686284055669,False
YLR124W,109,111,20181002_135035_623plate1WellB13BlueChannel(series1).tif,1,B13,1,,109,0.13210148782760472,False
YLR082C,779,80,20181002_135035_623plate1WellK20BlueChannel(series2).tif,1,K20,2,SRL2,779,0.09067679078376038,False
YJR058C,1399,21,20181015_135757_230plate10WellD10BlueChannel(series1).tif,10,D10,1,APS2,1399,0.049757825576059664,False
YDL174C,2107,114,20181015_135757_230plate10WellN06BlueChannel(series1).tif,10,N06,1,DLD1,2107,0.12109820378083408,False
YAL042W,188,38,20181002_135035_623plate1WellC15BlueChannel(series2).tif,1,C15,2,ERV46,188,0.10644141279579425,False
QUERY,1219,55,20181015_135757_230plate10WellA22BlueChannel(series1).tif,10,A22,1,,1219,-0.00025267383248436803,True
YMR143W,136,129,20181002_135035_623plate1WellB22BlueChannel(series1).tif,1,B22,1,RPS16A,136,0.1340899076621791,False
YML089C,123,70,20181002_135035_623plate1WellB17BlueChannel(series3).tif,1,B17,3,,123,0.14213534069822756,False
YLR093C,905,15,20181002_135035_623plate1WellM14BlueChannel(series2).tif,1,M14,2,NYV1,905,0.14088225771257099,False
YMR201C,720,28,20181002_135035_623plate1WellJ24BlueChannel(series3).tif,1,J24,3,RAD14,720,0.1423662351611757,False
YMR036C,82,69,20181002_135035_623plate1WellB04BlueChannel(series1).tif,1,B04,1,MIH1,82,0.06733104746979043,False
YAL061W,37,5,20181002_135035_623plate1WellA13BlueChannel(series1).tif,1,A13,1,BDH2,37,0.13745408950989316,False
YDL204W,1658,39,20181015_135757_230plate10WellG24BlueChannel(series2).tif,10,G24,2,RTN2,1658,0.12677913776103306,False
YAL066W,21,12,20181002_135035_623plate1WellA07BlueChannel(series3).tif,1,A07,3,,21,0.13433589419344089,False
YCR049C,1829,54,20181015_135757_230plate10WellJ09BlueChannel(series2).tif,10,J09,2,,1829,0.12083450469917473,False
YMR242C,1097,42,20181002_135035_623plate1WellP06BlueChannel(series2).tif,1,P06,2,RPL20A,1097,0.1248930413513483,False
YBR269C,1396,43,20181015_135757_230plate10WellD09BlueChannel(series1).tif,10,D09,1,SDH8,1396,0.12912670053641062,False
YDL240W,2029,54,20181015_135757_230plate10WellM04BlueChannel(series1).tif,10,M04,1,LRG1,2029,0.03799932260831121,False
YMR008C,853,48,20181002_135035_623plate1WellL21BlueChannel(series1).tif,1,L21,1,PLB1,853,0.11866097868992746,False
YDL136W,1837,28,20181015_135757_230plate10WellJ12BlueChannel(series1).tif,10,J12,1,RPL35B,1837,0.10654367875334081,False
YLL006W,871,152,20181002_135035_623plate1WellM03BlueChannel(series1).tif,1,M03,1,MMM1,871,0.14180103284163503,False
YLR077W,756,77,20181002_135035_623plate1WellK12BlueChannel(series3).tif,1,K12,3,FMP25,756,0.11607903933139749,False
YCR086W,1996,4,20181015_135757_230plate10WellL17BlueChannel(series1).tif,10,L17,1,CSM1,1996,0.07804228583087801,False
YDL149W,1873,98,20181015_135757_230plate10WellJ24BlueChannel(series1).tif,10,J24,1,ATG9,1873,0.09258071936919521,False
YCR077C,1968,47,20181015_135757_230plate10WellL07BlueChannel(series3).tif,10,L07,3,PAT1,1968,0.04383226907567052,False
YML086C,139,27,20181002_135035_623plate1WellB23BlueChannel(series1).tif,1,B23,1,ALO1,139,0.14238230313064484,False
YAL005C,584,47,20181002_135035_623plate1WellI03BlueChannel(series2).tif,1,I03,2,SSA1,584,0.07694726569567867,False
YDL135C,1831,41,20181015_135757_230plate10WellJ10BlueChannel(series1).tif,10,J10,1,RDI1,1831,0.09413505225566608,False
YJR153W,1459,19,20181015_135757_230plate10WellE06BlueChannel(series1).tif,10,E06,1,PGU1,1459,0.09633141037112572,False
YDL239C,2023,68,20181015_135757_230plate10WellM02BlueChannel(series1).tif,10,M02,1,ADY3,2023,0.022785556391100956,False
YAL051W,151,40,20181002_135035_623plate1WellC03BlueChannel(series1).tif,1,C03,1,OAF1,151,0.13578228053034624,False
YCR024C,1684,66,20181015_135757_230plate10WellH09BlueChannel(series1).tif,10,H09,1,SLM5,1684,0.12057350022335081,False
YJR001W,2140,8,20181015_135757_230plate10WellN17BlueChannel(series1).tif,10,N17,1,AVT1,2140,0.14212149482648773,False
YDL210W,1741,64,20181015_135757_230plate10WellI04BlueChannel(series1).tif,10,I04,1,UGA4,1741,0.07224492142112772,False
YNR057C,1655,3,20181015_135757_230plate10WellG23BlueChannel(series2).tif,10,G23,2,BIO4,1655,0.13746538578718057,False
YMR143W,138,29,20181002_135035_623plate1WellB22BlueChannel(series3).tif,1,B22,3,RPS16A,138,0.1386726088162917,False
YMR173W-A,424,91,20181002_135035_623plate1WellF22BlueChannel(series1).tif,1,F22,1,,424,0.141206666913105,False
YAL004W,579,65,20181002_135035_623plate1WellI01BlueChannel(series3).tif,1,I01,3,,579,0.08951109430309326,False
YLR123C,104,52,20181002_135035_623plate1WellB11BlueChannel(series2).tif,1,B11,2,,104,0.06350767261634072,False
YDR003W,2059,7,20181015_135757_230plate10WellM14BlueChannel(series1).tif,10,M14,1,RCR2,2059,0.10084515380801956,False
YDR003W,2059,11,20181015_135757_230plate10WellM14BlueChannel(series1).tif,10,M14,1,RCR2,2059,0.14039653008584874,False
YAL044C,182,13,20181002_135035_623plate1WellC13BlueChannel(series2).tif,1,C13,2,GCV3,182,0.08536011795950171,False
YAL031C,307,11,20181002_135035_623plate1WellE07BlueChannel(series1).tif,1,E07,1,GIP4,307,0.06066469433339397,False
YAL042W,189,25,20181002_135035_623plate1WellC15BlueChannel(series3).tif,1,C15,3,ERV46,189,0.13515278259592092,False
YML011C,699,13,20181002_135035_623plate1WellJ17BlueChannel(series3).tif,1,J17,3,RAD33,699,0.13752360661911406,False
YJR036C,1263,130,20181015_135757_230plate10WellB12BlueChannel(series3).tif,10,B12,3,HUL4,1263,0.06551774477088178,False
YDL101C,1525,25,20181015_135757_230plate10WellF04BlueChannel(series1).tif,10,F04,1,DUN1,1525,0.11390219545992986,False
YLR434C,1222,39,20181015_135757_230plate10WellA23BlueChannel(series1).tif,10,A23,1,,1222,0.11349743273562903,False
YLL021W,1010,20,20181002_135035_623plate1WellO01BlueChannel(series2).tif,1,O01,2,SPA2,1010,0.12942636327254015,False
YDL151C,1952,25,20181015_135757_230plate10WellL02BlueChannel(series2).tif,10,L02,2,BUD30,1952,0.08243631960881159,False
YMR007W,849,28,20181002_135035_623plate1WellL19BlueChannel(series3).tif,1,L19,3,,849,0.03675622702955193,False
YAR043C,764,48,20181002_135035_623plate1WellK15BlueChannel(series2).tif,1,K15,2,,764,0.0953360124744706,False
YCR061W,1854,2,20181015_135757_230plate10WellJ17BlueChannel(series3).tif,10,J17,3,,1854,0.0549870207060712,False
YBR290W,1542,55,20181015_135757_230plate10WellF09BlueChannel(series3).tif,10,F09,3,BSD2,1542,0.12630034731419046,False
YLR093C,905,30,20181002_135035_623plate1WellM14BlueChannel(series2).tif,1,M14,2,NYV1,905,0.11641279583691666,False
YBR285W,1528,21,20181015_135757_230plate10WellF05BlueChannel(series1).tif,10,F05,1,,1528,0.13259871189253797,False
YAL056W,62,31,20181002_135035_623plate1WellA21BlueChannel(series2).tif,1,A21,2,GPB2,62,0.14137853950854037,False
YML088W,129,51,20181002_135035_623plate1WellB19BlueChannel(series3).tif,1,B19,3,UFO1,129,0.13745397025513006,False
YJR106W,1171,39,20181015_135757_230plate10WellA06BlueChannel(series1).tif,10,A06,1,ECM27,1171,0.14047868137785044,False
YMR202W,798,9,20181002_135035_623plate1WellL02BlueChannel(series3).tif,1,L02,3,ERG2,798,0.12308221942487405,False
YJR118C,1209,38,20181015_135757_230plate10WellA18BlueChannel(series3).tif,10,A18,3,ILM1,1209,0.13727301410102535,False
YDL096C,1435,42,20181015_135757_230plate10WellD22BlueChannel(series1).tif,10,D22,1,OPI6,1435,0.09042937001569692,False
YGL235W,2039,9,20181015_135757_230plate10WellM07BlueChannel(series2).tif,10,M07,2,,2039,0.05578539489105745,False
YBR300C,1660,48,20181015_135757_230plate10WellH01BlueChannel(series1).tif,10,H01,1,,1660,0.07241064056220632,False
YBR298C,1583,29,20181015_135757_230plate10WellF23BlueChannel(series2).tif,10,F23,2,MAL31,1583,0.08191357580480207,False
YDL241W,2035,86,20181015_135757_230plate10WellM06BlueChannel(series1).tif,10,M06,1,,2035,0.09646913279827006,False
YBR284W,1522,42,20181015_135757_230plate10WellF03BlueChannel(series1).tif,10,F03,1,,1522,0.13328834398204625,False
YDL199C,1635,15,20181015_135757_230plate10WellG16BlueChannel(series3).tif,10,G16,3,,1635,0.074551281464457,False
YDL213C,1754,13,20181015_135757_230plate10WellI08BlueChannel(series2).tif,10,I08,2,NOP6,1754,-0.004159393631914726,True
YMR155W,270,12,20181002_135035_623plate1WellD18BlueChannel(series3).tif,1,D18,3,,270,0.10573235023260603,False
YLR460C,1475,32,20181015_135757_230plate10WellE11BlueChannel(series2).tif,10,E11,2,,1475,0.1332440906182511,False
YMR145C,222,51,20181002_135035_623plate1WellD02BlueChannel(series3).tif,1,D02,3,NDE1,222,0.07649307766942706,False
YMR225C,953,28,20181002_135035_623plate1WellN06BlueChannel(series2).tif,1,N06,2,MRPL44,953,0.135778759951967,False
YJR153W,1459,10,20181015_135757_230plate10WellE06BlueChannel(series1).tif,10,E06,1,PGU1,1459,0.1392932311688573,False
YJR145C,1370,13,20181015_135757_230plate10WellC24BlueChannel(series2).tif,10,C24,2,RPS4A,1370,0.1415439689434064,False
QUERY,1088,19,20181002_135035_623plate1WellP03BlueChannel(series2).tif,1,P03,2,,1088,8.976381402128752e-05,False
YJL007C,2014,80,20181015_135757_230plate10WellL23BlueChannel(series1).tif,10,L23,1,,2014,0.06638633675084159,False
YDL127W,1712,30,20181015_135757_230plate10WellH18BlueChannel(series2).tif,10,H18,2,PCL2,1712,0.1326605973042521,False
YLL039C,1075,6,20181002_135035_623plate1WellO23BlueChannel(series1).tif,1,O23,1,UBI4,1075,0.13828033180799654,False
YLR020C,342,10,20181002_135035_623plate1WellE18BlueChannel(series3).tif,1,E18,3,YEH2,342,0.1422568156702368,False
YLR018C,330,50,20181002_135035_623plate1WellE14BlueChannel(series3).tif,1,E14,3,POM34,330,0.1183408528179282,False
YDL154W,1959,22,20181015_135757_230plate10WellL04BlueChannel(series3).tif,10,L04,3,MSH5,1959,0.10869676628817354,False
YDL238C,1946,67,20181015_135757_230plate10WellK24BlueChannel(series2).tif,10,K24,2,GUD1,1946,0.11304897178327357,False
YML013C-A,686,14,20181002_135035_623plate1WellJ13BlueChannel(series2).tif,1,J13,2,,686,0.14243437916663243,False
YCR079W,1972,59,20181015_135757_230plate10WellL09BlueChannel(series1).tif,10,L09,1,PTC6,1972,0.08368837154176259,False
YMR175W,510,93,20181002_135035_623plate1WellH02BlueChannel(series3).tif,1,H02,3,SIP18,510,0.14238158644380738,False
YDL116W,1579,11,20181015_135757_230plate10WellF22BlueChannel(series1).tif,10,F22,1,NUP84,1579,0.11627643411323399,False
YLL054C,71,19,20181002_135035_623plate1WellA24BlueChannel(series2).tif,1,A24,2,,71,0.1420679507212711,False
YJR133W,1335,45,20181015_135757_230plate10WellC12BlueChannel(series3).tif,10,C12,3,XPT1,1335,0.0615192574638406,False
YML004C,806,13,20181002_135035_623plate1WellL05BlueChannel(series2).tif,1,L05,2,GLO1,806,0.12612193128989035,False
YLR423C,1168,8,20181015_135757_230plate10WellA05BlueChannel(series1).tif,10,A05,1,ATG17,1168,0.10918556767578225,False
YMR199W,712,62,20181002_135035_623plate1WellJ22BlueChannel(series1).tif,1,J22,1,CLN1,712,0.1218552351445645,False
YBR291C,1546,3,20181015_135757_230plate10WellF11BlueChannel(series1).tif,10,F11,1,CTP1,1546,0.14021822949002496,False
YML089C,122,52,20181002_135035_623plate1WellB17BlueChannel(series2).tif,1,B17,2,,122,0.14243437887649404,False
YDL116W,1580,27,20181015_135757_230plate10WellF22BlueChannel(series2).tif,10,F22,2,NUP84,1580,0.12786234826776266,False
YMR230W,971,16,20181002_135035_623plate1WellN12BlueChannel(series2).tif,1,N12,2,RPS10B,971,0.142397628099416,False
YLR262C-A,1156,143,20181015_135403_051plate10WellA01BlueChannel(series1).tif,10,A01,1,TMA7,1156,0.13787341386671942,False
YMR023C,1082,131,20181002_135035_623plate1WellP01BlueChannel(series2).tif,1,P01,2,MSS1,1082,0.07074989450086638,False
YML088W,129,44,20181002_135035_623plate1WellB19BlueChannel(series3).tif,1,B19,3,UFO1,129,0.1407891561262787,False
YDL200C,1640,52,20181015_135757_230plate10WellG18BlueChannel(series2).tif,10,G18,2,MGT1,1640,0.09311417147779241,False
YMR244W,1110,31,20181002_135035_623plate1WellP10BlueChannel(series3).tif,1,P10,3,,1110,0.0940434793894123,False
YML072C,1502,77,20181015_135757_230plate10WellE20BlueChannel(series2).tif,10,E20,2,TCB3,1502,0.12472067024005185,False
YLR024C,360,14,20181002_135035_623plate1WellE24BlueChannel(series3).tif,1,E24,3,UBR2,360,0.07509797387233323,False
YCR087W,2010,2,20181015_135757_230plate10WellL21BlueChannel(series3).tif,10,L21,3,,2010,0.12334952030346365,False
YMR195W,695,18,20181002_135035_623plate1WellJ16BlueChannel(series2).tif,1,J16,2,ICY1,695,0.09080538634942165,False
YLR438W,1318,41,20181015_135757_230plate10WellC07BlueChannel(series1).tif,10,C07,1,CAR2,1318,0.1022706814012212,False
YML068W,1497,17,20181015_135757_230plate10WellE18BlueChannel(series3).tif,10,E18,3,ITT1,1497,0.1176599409406717,False
YDL213C,1754,40,20181015_135757_230plate10WellI08BlueChannel(series2).tif,10,I08,2,NOP6,1754,0.040835107786325736,False
YLR077W,756,52,20181002_135035_623plate1WellK12BlueChannel(series3).tif,1,K12,3,FMP25,756,0.13943549720645196,False
YAR018C,619,7,20181002_135035_623plate1WellI15BlueChannel(series1).tif,1,I15,1,KIN3,619,0.11750546919286185,False
YDR035W,1283,11,20181015_135757_230plate10WellB19BlueChannel(series2).tif,10,B19,2,ARO3,1283,0.07621982388159212,False
YCR081W,1978,1,20181015_135757_230plate10WellL11BlueChannel(series1).tif,10,L11,1,SRB8,1978,0.08591925935019003,False
YDR010C,2167,4,20181015_135757_230plate10WellO02BlueChannel(series1).tif,10,O02,1,,2167,0.019682407638597993,False
YLL052C,58,123,20181002_135035_623plate1WellA20BlueChannel(series1).tif,1,A20,1,AQY2,58,0.1269214991892643,False
YMR206W,816,39,20181002_135035_623plate1WellL08BlueChannel(series3).tif,1,L08,3,,816,0.11002169491227531,False
YDL238C,1946,41,20181015_135757_230plate10WellK24BlueChannel(series2).tif,10,K24,2,GUD1,1946,0.04746294424519619,False
YDR036C,1290,9,20181015_135757_230plate10WellB21BlueChannel(series3).tif,10,B21,3,EHD3,1290,0.1275797154542623,False
YAL020C,433,5,20181002_135035_623plate1WellG01BlueChannel(series1).tif,1,G01,1,ATS1,433,0.10953017237285867,False
YMR237W,1000,11,20181002_135035_623plate1WellN22BlueChannel(series1).tif,1,N22,1,BCH1,1000,0.08462339330972907,False
YMR143W,138,3,20181002_135035_623plate1WellB22BlueChannel(series3).tif,1,B22,3,RPS16A,138,0.14236956145001384,False
YLR018C,330,44,20181002_135035_623plate1WellE14BlueChannel(series3).tif,1,E14,3,POM34,330,0.14093932658892533,False
YDL133W,1814,70,20181015_135757_230plate10WellJ04BlueChannel(series2).tif,10,J04,2,SRF1,1814,0.1372547746452938,False
YJR142W,1358,45,20181015_135757_230plate10WellC20BlueChannel(series2).tif,10,C20,2,,1358,0.13689117359040504,False
YMR006C,843,20,20181002_135035_623plate1WellL17BlueChannel(series3).tif,1,L17,3,PLB2,843,0.12959040994346027,False
YMR241W,1085,150,20181002_135035_623plate1WellP02BlueChannel(series2).tif,1,P02,2,YHM2,1085,0.14126896501970962,False
YLR082C,778,1,20181002_135035_623plate1WellK20BlueChannel(series1).tif,1,K20,1,SRL2,778,0.11000116102871324,False
YMR199W,712,31,20181002_135035_623plate1WellJ22BlueChannel(series1).tif,1,J22,1,CLN1,712,0.10633392840376715,False
YMR173W-A,425,17,20181002_135035_623plate1WellF22BlueChannel(series2).tif,1,F22,2,,425,0.10284813652470004,False
YAL068C,8,84,20181002_135035_623plate1WellA03BlueChannel(series2).tif,1,A03,2,PAU8,8,0.13076639345902616,False
YLR262C-A,1156,120,20181015_135403_051plate10WellA01BlueChannel(series1).tif,10,A01,1,TMA7,1156,0.07297894843681729,False
YDR035W,1284,3,20181015_135757_230plate10WellB19BlueChannel(series3).tif,10,B19,3,ARO3,1284,0.14212629211081756,False
YMR016C,968,123,20181002_135035_623plate1WellN11BlueChannel(series2).tif,1,N11,2,SOK2,968,0.13293107075586988,False
YMR238W,1008,94,20181002_135035_623plate1WellN24BlueChannel(series3).tif,1,N24,3,DFG5,1008,0.11612636892091831,False
