ORF,ImageNumber,ObjectNumber,filename,Plate,well_number,series_number,gene_name,row_id,score,is_inlier
YDL201W,1646,12,20181015_135757_230plate10WellG20BlueChannel(series2).tif,10,G20,2,TRM8,1646,0.060170279896454376,False
YCR045C,1823,64,20181015_135757_230plate10WellJ07BlueChannel(series2).tif,10,J07,2,RRT12,1823,0.0002061069620411804,False
YMR042W,112,90,20181002_135035_623plate1WellB14BlueChannel(series1).tif,1,B14,1,ARG80,112,0.096108696932212,False
YLR077W,755,15,20181002_135035_623plate1WellK12BlueChannel(series2).tif,1,K12,2,FMP25,755,-0.030438660085954833,True
YDL110C,1557,48,20181015_135757_230plate10WellF14BlueChannel(series3).tif,10,F14,3,TMA17,1557,0.030269170634569104,False
YLR067C,642,37,20181002_135035_623plate1WellI22BlueChannel(series3).tif,1,I22,3,PET309,642,0.07586159970115777,False
YML008C,711,60,20181002_135035_623plate1WellJ21BlueChannel(series3).tif,1,J21,3,ERG6,711,0.10996666829597415,False
YLR122C,97,15,20181002_135035_623plate1WellB09BlueChannel(series1).tif,1,B09,1,,97,-0.018913742859071214,True
YMR238W,1008,7,20181002_135035_623plate1WellN24BlueChannel(series3).tif,1,N24,3,DFG5,1008,0.16579868686007115,False
YMR238W,1007,26,20181002_135035_623plate1WellN24BlueChannel(series2).tif,1,N24,2,DFG5,1007,0.01299462723068412,False
YDL156W,1970,15,20181015_135757_230plate10WellL08BlueChannel(series2).tif,10,L08,2,CMR1,1970,0.06767596943947723,False
YLR461W,1480,64,20181015_135757_230plate10WellE13BlueChannel(series1).tif,10,E13,1,PAU4,1480,0.19028575083861352,False
YMR141C,130,77,20181002_135035_623plate1WellB20BlueChannel(series1).tif,1,B20,1,,130,0.05350939841153804,False
YLR001C,197,19,20181002_135035_623plate1WellC18BlueChannel(series2).tif,1,C18,2,,197,0.07346265045980613,False
YJL021C,2110,13,20181015_135757_230plate10WellN07BlueChannel(series1).tif,10,N07,1,,2110,0.0937877563667207,False
YLR001C,196,47,20181002_135035_623plate1WellC18BlueChannel(series1).tif,1,C18,1,,196,0.19120159634117598,False
YDL175C,2113,17,20181015_135757_230plate10WellN08BlueChannel(series1).tif,10,N08,1,AIR2,2113,0.042269023803207045,False
YDL168W,1999,113,20181015_135757_230plate10WellL18BlueChannel(series1).tif,10,L18,1,SFA1,1999,0.11099572781581189,False
YDL236W,1933,9,20181015_135757_230plate10WellK20BlueChannel(series1).tif,10,K20,1,PHO13,1933,0.18713536521180785,False
YLR089C,882,61,20181002_135035_623plate1WellM06BlueChannel(series3).tif,1,M06,3,ALT1,882,0.1909807500927319,False
YAL018C,446,7,20181002_135035_623plate1WellG05BlueChannel(series2).tif,1,G05,2,LDS1,446,0.031545373734692295,False
YAL068C,8,18,20181002_135035_623plate1WellA03BlueChannel(series2).tif,1,A03,2,PAU8,8,0.15344412587835754,False
YAL013W,471,12,20181002_135035_623plate1WellG13BlueChannel(series3).tif,1,G13,3,DEP1,471,0.03193119667673394,False
YDL116W,1579,23,20181015_135757_230plate10WellF22BlueChannel(series1).tif,10,F22,1,NUP84,1579,0.1290946112511509,False
YBR283C,1517,3,20181015_135757_230plate10WellF01BlueChannel(series2).tif,10,F01,2,SSH1,1517,0.19046871053987327,False
YAL060W,45,42,20181002_135035_623plate1WellA15BlueChannel(series3).tif,1,A15,3,BDH1,45,0.07829001602628341,False
YDL198C,1627,31,20181015_135757_230plate10WellG14BlueChannel(series1).tif,10,G14,1,GGC1,1627,0.04643195110326839,False
YDL218W,1778,2,20181015_135757_230plate10WellI16BlueChannel(series2).tif,10,I16,2,,1778,0.07153722327014503,False
YDL233W,1921,26,20181015_135757_230plate10WellK16BlueChannel(series1).tif,10,K16,1,MFG1,1921,0.12324154821103007,False
YLL062C,184,7,20181002_135035_623plate1WellC14BlueChannel(series1).tif,1,C14,1,MHT1,184,0.12579003259895571,False
YDL135C,1832,27,20181015_135757_230plate10WellJ10BlueChannel(series2).tif,10,J10,2,RDI1,1832,0.09992057051844772,False
YMR014W,957,21,20181002_135035_623plate1WellN07BlueChannel(series3).tif,1,N07,3,BUD22,957,0.18421654715364408,False
YMR233W,989,64,20181002_135035_623plate1WellN18BlueChannel(series2).tif,1,N18,2,TRI1,989,0.18351399222753106,False
YAR030C,734,7,20181002_135035_623plate1WellK05BlueChannel(series2).tif,1,K05,2,,734,0.1018255879101553,False
YCR043C,1816,50,20181015_135757_230plate10WellJ05BlueChannel(series1).tif,10,J05,1,,1816,0.1908188696904008,False
YNR063W,1763,14,20181015_135757_230plate10WellI11BlueChannel(series2).tif,10,I11,2,PUL4,1763,0.07109500258382331,False
YMR194W,684,39,20181002_135035_623plate1WellJ12BlueChannel(series3).tif,1,J12,3,RPL36A,684,0.017211832455507003,False
YDL237W,1939,44,20181015_135757_230plate10WellK22BlueChannel(series1).tif,10,K22,1,AIM6,1939,0.08850535015256727,False
YJR144W,1363,19,20181015_135757_230plate10WellC22BlueChannel(series1).tif,10,C22,1,MGM101,1363,0.13264335835582156,False
YMR244C-A,1121,5,20181002_135035_623plate1WellP14BlueChannel(series2).tif,1,P14,2,COA6,1121,0.02831869045060037,False
YMR191W,666,37,20181002_135035_623plate1WellJ06BlueChannel(series3).tif,1,J06,3,SPG5,666,0.19120208036979702,False
YDL214C,1761,46,20181015_135757_230plate10WellI10BlueChannel(series3).tif,10,I10,3,PRR2,1761,0.08773756300812359,False
YMR174C,1607,10,20181015_135757_230plate10WellG07BlueChannel(series2).tif,10,G07,2,PAI3,1607,0.12381996305496279,False
YCR025C,1697,39,20181015_135757_230plate10WellH13BlueChannel(series2).tif,10,H13,2,,1697,-0.012124592819995506,True
YAR027W,637,62,20181002_135035_623plate1WellI21BlueChannel(series1).tif,1,I21,1,UIP3,637,0.13001587592572347,False
YDL192W,1617,12,20181015_135757_230plate10WellG10BlueChannel(series3).tif,10,G10,3,ARF1,1617,0.19109622419054725,False
YJR051W,1291,68,20181015_135757_230plate10WellB22BlueChannel(series1).tif,10,B22,1,OSM1,1291,0.18964407553695736,False
YDL119C,1670,8,20181015_135757_230plate10WellH04BlueChannel(series2).tif,10,H04,2,HEM25,1670,0.09955818187903115,False
YAR031W,728,31,20181002_135035_623plate1WellK03BlueChannel(series2).tif,1,K03,2,PRM9,728,0.191111110168441,False
YDL218W,1779,16,20181015_135757_230plate10WellI16BlueChannel(series3).tif,10,I16,3,,1779,0.04108074539326764,False
YMR042W,112,56,20181002_135035_623plate1WellB14BlueChannel(series1).tif,1,B14,1,ARG80,112,0.02451110888875163,False
YDL116W,1580,26,20181015_135757_230plate10WellF22BlueChannel(series2).tif,10,F22,2,NUP84,1580,0.13507695525478303,False
YLR111W,1055,105,20181002_135035_623plate1WellO16BlueChannel(series2).tif,1,O16,2,,1055,0.1774488299932599,False
YDL156W,1969,56,20181015_135757_230plate10WellL08BlueChannel(series1).tif,10,L08,1,CMR1,1969,0.17754423813195847,False
YMR158W-A,288,40,20181002_135035_623plate1WellD24BlueChannel(series3).tif,1,D24,3,,288,0.015031370502755631,False
YCR049C,1829,64,20181015_135757_230plate10WellJ09BlueChannel(series2).tif,10,J09,2,,1829,0.013730260685726997,False
YAR028W,644,5,20181002_135035_623plate1WellI23BlueChannel(series2).tif,1,I23,2,,644,0.028930964664228592,False
YJR134C,1339,9,20181015_135757_230plate10WellC14BlueChannel(series1).tif,10,C14,1,SGM1,1339,0.19112835877724732,False
YAL011W,477,4,20181002_135035_623plate1WellG15BlueChannel(series3).tif,1,G15,3,SWC3,477,0.08028279996390487,False
YLL024C,1028,117,20181002_135035_623plate1WellO07BlueChannel(series2).tif,1,O07,2,SSA2,1028,0.1626176538771652,False
YLR445W,1343,38,20181015_135757_230plate10WellC15BlueChannel(series2).tif,10,C15,2,GMC2,1343,0.0673786584321368,False
YMR215W,839,69,20181002_135035_623plate1WellL16BlueChannel(series2).tif,1,L16,2,GAS3,839,0.07019262765903646,False
YDR006C,2077,87,20181015_135757_230plate10WellM20BlueChannel(series1).tif,10,M20,1,SOK1,2077,0.1862787257540485,False
YDR032C,1265,11,20181015_135757_230plate10WellB13BlueChannel(series2).tif,10,B13,2,PST2,1265,0.162180592420896,False
YAL068C,8,97,20181002_135035_623plate1WellA03BlueChannel(series2).tif,1,A03,2,PAU8,8,0.08685826072320305,False
YDL096C,1436,44,20181015_135757_230plate10WellD22BlueChannel(series2).tif,10,D22,2,OPI6,1436,0.16821667177837024,False
YLR124W,109,111,20181002_135035_623plate1WellB13BlueChannel(series1).tif,1,B13,1,,109,0.18634450828022578,False
YLR082C,779,80,20181002_135035_623plate1WellK20BlueChannel(series2).tif,1,K20,2,SRL2,779,0.055612884247001615,False
YJR058C,1399,21,20181015_135757_230plate10WellD10BlueChannel(series1).tif,10,D10,1,APS2,1399,0.08007732434589628,False
YDL174C,2107,114,20181015_135757_230plate10WellN06BlueChannel(series1).tif,10,N06,1,DLD1,2107,0.14162151977537327,False
YAL042W,188,38,20181002_135035_623plate1WellC15BlueChannel(series2).tif,1,C15,2,ERV46,188,0.13688281009605074,False
QUERY,1219,55,20181015_135757_230plate10WellA22BlueChannel(series1).tif,10,A22,1,,1219,0.000147961423979992,False
YMR143W,136,129,20181002_135035_623plate1WellB22BlueChannel(series1).tif,1,B22,1,RPS16A,136,0.03951174195714474,False
YML089C,123,70,20181002_135035_623plate1WellB17BlueChannel(series3).tif,1,B17,3,,123,0.13659679978512648,False
YLR093C,905,15,20181002_135035_623plate1WellM14BlueChannel(series2).tif,1,M14,2,NYV1,905,0.18980833549202672,False
YMR201C,720,28,20181002_135035_623plate1WellJ24BlueChannel(series3).tif,1,J24,3,RAD14,720,0.19120208036979755,False
YMR036C,82,69,20181002_135035_623plate1WellB04BlueChannel(series1).tif,1,B04,1,MIH1,82,0.10109408830106834,False
YAL061W,37,5,20181002_135035_623plate1WellA13BlueChannel(series1).tif,1,A13,1,BDH2,37,0.1678348703975419,False
YDL204W,1658,39,20181015_135757_230plate10WellG24BlueChannel(series2).tif,10,G24,2,RTN2,1658,0.19050434433394714,False
YAL066W,21,12,20181002_135035_623plate1WellA07BlueChannel(series3).tif,1,A07,3,,21,0.07706616182058965,False
YCR049C,1829,54,20181015_135757_230plate10WellJ09BlueChannel(series2).tif,10,J09,2,,1829,0.08567005905999348,False
YMR242C,1097,42,20181002_135035_623plate1WellP06BlueChannel(series2).tif,1,P06,2,RPL20A,1097,0.1481581407777712,False
YBR269C,1396,43,20181015_135757_230plate10WellD09BlueChannel(series1).tif,10,D09,1,SDH8,1396,0.1673284441143787,False
YDL240W,2029,54,20181015_135757_230plate10WellM04BlueChannel(series1).tif,10,M04,1,LRG1,2029,0.050371697542198945,False
YMR008C,853,48,20181002_135035_623plate1WellL21BlueChannel(series1).tif,1,L21,1,PLB1,853,0.04045249976469925,False
YDL136W,1837,28,20181015_135757_230plate10WellJ12BlueChannel(series1).tif,10,J12,1,RPL35B,1837,0.07154339034169756,False
YLL006W,871,152,20181002_135035_623plate1WellM03BlueChannel(series1).tif,1,M03,1,MMM1,871,0.13443142313481746,False
YLR077W,756,77,20181002_135035_623plate1WellK12BlueChannel(series3).tif,1,K12,3,FMP25,756,0.17089369335370597,False
YCR086W,1996,4,20181015_135757_230plate10WellL17BlueChannel(series1).tif,10,L17,1,CSM1,1996,0.010939430226885177,False
YDL149W,1873,98,20181015_135757_230plate10WellJ24BlueChannel(series1).tif,10,J24,1,ATG9,1873,0.03451699589348883,False
YCR077C,1968,47,20181015_135757_230plate10WellL07BlueChannel(series3).tif,10,L07,3,PAT1,1968,-0.014941098708752848,True
YML086C,139,27,20181002_135035_623plate1WellB23BlueChannel(series1).tif,1,B23,1,ALO1,139,0.19039631040840085,False
YAL005C,584,47,20181002_135035_623plate1WellI03BlueChannel(series2).tif,1,I03,2,SSA1,584,0.011139118761286038,False
YDL135C,1831,41,20181015_135757_230plate10WellJ10BlueChannel(series1).tif,10,J10,1,RDI1,1831,0.17355687810742565,False
YJR153W,1459,19,20181015_135757_230plate10WellE06BlueChannel(series1).tif,10,E06,1,PGU1,1459,0.09636396889094628,False
YDL239C,2023,68,20181015_135757_230plate10WellM02BlueChannel(series1).tif,10,M02,1,ADY3,2023,0.067585513213809,False
YAL051W,151,40,20181002_135035_623plate1WellC03BlueChannel(series1).tif,1,C03,1,OAF1,151,0.1792284132975395,False
YCR024C,1684,66,20181015_135757_230plate10WellH09BlueChannel(series1).tif,10,H09,1,SLM5,1684,0.014646165870995709,False
YJR001W,2140,8,20181015_135757_230plate10WellN17BlueChannel(series1).tif,10,N17,1,AVT1,2140,0.1911864872821826,False
YDL210W,1741,64,20181015_135757_230plate10WellI04BlueChannel(series1).tif,10,I04,1,UGA4,1741,0.06985131740478069,False
YNR057C,1655,3,20181015_135757_230plate10WellG23BlueChannel(series2).tif,10,G23,2,BIO4,1655,0.12376317054471163,False
YMR143W,138,29,20181002_135035_623plate1WellB22BlueChannel(series3).tif,1,B22,3,RPS16A,138,0.06809823567232011,False
YMR173W-A,424,91,20181002_135035_623plate1WellF22BlueChannel(series1).tif,1,F22,1,,424,0.13199558572585543,False
YAL004W,579,65,20181002_135035_623plate1WellI01BlueChannel(series3).tif,1,I01,3,,579,0.11492057058214927,False
YLR123C,104,52,20181002_135035_623plate1WellB11BlueChannel(series2).tif,1,B11,2,,104,0.027968323868381995,False
YDR003W,2059,7,20181015_135757_230plate10WellM14BlueChannel(series1).tif,10,M14,1,RCR2,2059,0.02870440492980192,False
YDR003W,2059,11,20181015_135757_230plate10WellM14BlueChannel(series1).tif,10,M14,1,RCR2,2059,0.1869282740966052,False
YAL044C,182,13,20181002_135035_623plate1WellC13BlueChannel(series2).tif,1,C13,2,GCV3,182,0.0733806389090677,False
YAL031C,307,11,20181002_135035_623plate1WellE07BlueChannel(series1).tif,1,E07,1,GIP4,307,0.0735489866303531,False
YAL042W,189,25,20181002_135035_623plate1WellC15BlueChannel(series3).tif,1,C15,3,ERV46,189,0.17863030591325102,False
YML011C,699,13,20181002_135035_623plate1WellJ17BlueChannel(series3).tif,1,J17,3,RAD33,699,0.18101275133734637,False
YJR036C,1263,130,20181015_135757_230plate10WellB12BlueChannel(series3).tif,10,B12,3,HUL4,1263,0.06669831673559418,False
YDL101C,1525,25,20181015_135757_230plate10WellF04BlueChannel(series1).tif,10,F04,1,DUN1,1525,0.15600338289039262,False
YLR434C,1222,39,20181015_135757_230plate10WellA23BlueChannel(series1).tif,10,A23,1,,1222,0.1294493646248079,False
YLL021W,1010,20,20181002_135035_623plate1WellO01BlueChannel(series2).tif,1,O01,2,SPA2,1010,0.18815995272874067,False
YDL151C,1952,25,20181015_135757_230plate10WellL02BlueChannel(series2).tif,10,L02,2,BUD30,1952,-0.00381624297473257,True
YMR007W,849,28,20181002_135035_623plate1WellL19BlueChannel(series3).tif,1,L19,3,,849,0.053797315021757386,False
YAR043C,764,48,20181002_135035_623plate1WellK15BlueChannel(series2).tif,1,K15,2,,764,0.09390563213231523,False
YCR061W,1854,2,20181015_135757_230plate10WellJ17BlueChannel(series3).tif,10,J17,3,,1854,0.003527983190406564,False
YBR290W,1542,55,20181015_135757_230plate10WellF09BlueChannel(series3).tif,10,F09,3,BSD2,1542,0.14040144939994764,False
YLR093C,905,30,20181002_135035_623plate1WellM14BlueChannel(series2).tif,1,M14,2,NYV1,905,0.13604842134399273,False
YBR285W,1528,21,20181015_135757_230plate10WellF05BlueChannel(series1).tif,10,F05,1,,1528,0.10573180967848554,False
YAL056W,62,31,20181002_135035_623plate1WellA21BlueChannel(series2).tif,1,A21,2,GPB2,62,0.15754121381049208,False
YML088W,129,51,20181002_135035_623plate1WellB19BlueChannel(series3).tif,1,B19,3,UFO1,129,0.17887304771357393,False
YJR106W,1171,39,20181015_135757_230plate10WellA06BlueChannel(series1).tif,10,A06,1,ECM27,1171,0.12865336022511628,False
YMR202W,798,9,20181002_135035_623plate1WellL02BlueChannel(series3).tif,1,L02,3,ERG2,798,0.1252986259930456,False
YJR118C,1209,38,20181015_135757_230plate10WellA18BlueChannel(series3).tif,10,A18,3,ILM1,1209,0.19031796414088784,False
YDL096C,1435,42,20181015_135757_230plate10WellD22BlueChannel(series1).tif,10,D22,1,OPI6,1435,0.18350074786875478,False
YGL235W,2039,9,20181015_135757_230plate10WellM07BlueChannel(series2).tif,10,M07,2,,2039,0.07357767782519936,False
YBR300C,1660,48,20181015_135757_230plate10WellH01BlueChannel(series1).tif,10,H01,1,,1660,0.09469683837914837,False
YBR298C,1583,29,20181015_135757_230plate10WellF23BlueChannel(series2).tif,10,F23,2,MAL31,1583,0.1131351274430958,False
YDL241W,2035,86,20181015_135757_230plate10WellM06BlueChannel(series1).tif,10,M06,1,,2035,0.1551654945503427,False
YBR284W,1522,42,20181015_135757_230plate10WellF03BlueChannel(series1).tif,10,F03,1,,1522,0.18510623571254928,False
YDL199C,1635,15,20181015_135757_230plate10WellG16BlueChannel(series3).tif,10,G16,3,,1635,-0.028438898257810208,True
YDL213C,1754,13,20181015_135757_230plate10WellI08BlueChannel(series2).tif,10,I08,2,NOP6,1754,-0.013281710883711773,True
YMR155W,270,12,20181002_135035_623plate1WellD18BlueChannel(series3).tif,1,D18,3,,270,0.04712627100751654,False
YLR460C,1475,32,20181015_135757_230plate10WellE11BlueChannel(series2).tif,10,E11,2,,1475,0.1190216247412335,False
YMR145C,222,51,20181002_135035_623plate1WellD02BlueChannel(series3).tif,1,D02,3,NDE1,222,0.04297946313659237,False
YMR225C,953,28,20181002_135035_623plate1WellN06BlueChannel(series2).tif,1,N06,2,MRPL44,953,0.04951867309167432,False
YJR153W,1459,10,20181015_135757_230plate10WellE06BlueChannel(series1).tif,10,E06,1,PGU1,1459,0.12005838711022451,False
YJR145C,1370,13,20181015_135757_230plate10WellC24BlueChannel(series2).tif,10,C24,2,RPS4A,1370,0.18567968685140554,False
QUERY,1088,19,20181002_135035_623plate1WellP03BlueChannel(series2).tif,1,P03,2,,1088,-0.00029386206599182896,True
YJL007C,2014,80,20181015_135757_230plate10WellL23BlueChannel(series1).tif,10,L23,1,,2014,0.0018282406665111883,False
YDL127W,1712,30,20181015_135757_230plate10WellH18BlueChannel(series2).tif,10,H18,2,PCL2,1712,0.0886278392963772,False
YLL039C,1075,6,20181002_135035_623plate1WellO23BlueChannel(series1).tif,1,O23,1,UBI4,1075,0.1863999189072189,False
YLR020C,342,10,20181002_135035_623plate1WellE18BlueChannel(series3).tif,1,E18,3,YEH2,342,0.19120062988909786,False
YLR018C,330,50,20181002_135035_623plate1WellE14BlueChannel(series3).tif,1,E14,3,POM34,330,0.17690797192335844,False
YDL154W,1959,22,20181015_135757_230plate10WellL04BlueChannel(series3).tif,10,L04,3,MSH5,1959,0.11831396310735082,False
YDL238C,1946,67,20181015_135757_230plate10WellK24BlueChannel(series2).tif,10,K24,2,GUD1,1946,0.17846448314001837,False
YML013C-A,686,14,20181002_135035_623plate1WellJ13BlueChannel(series2).tif,1,J13,2,,686,0.17963360335784226,False
YCR079W,1972,59,20181015_135757_230plate10WellL09BlueChannel(series1).tif,10,L09,1,PTC6,1972,0.06757601208288842,False
YMR175W,510,93,20181002_135035_623plate1WellH02BlueChannel(series3).tif,1,H02,3,SIP18,510,0.19120125907879804,False
YDL116W,1579,11,20181015_135757_230plate10WellF22BlueChannel(series1).tif,10,F22,1,NUP84,1579,0.13464715044481904,False
YLL054C,71,19,20181002_135035_623plate1WellA24BlueChannel(series2).tif,1,A24,2,,71,0.18519231055643798,False
YJR133W,1335,45,20181015_135757_230plate10WellC12BlueChannel(series3).tif,10,C12,3,XPT1,1335,0.027201370193833008,False
YML004C,806,13,20181002_135035_623plate1WellL05BlueChannel(series2).tif,1,L05,2,GLO1,806,0.12545801530275796,False
YLR423C,1168,8,20181015_135757_230plate10WellA05BlueChannel(series1).tif,10,A05,1,ATG17,1168,0.1713245367410748,False
YMR199W,712,62,20181002_135035_623plate1WellJ22BlueChannel(series1).tif,1,J22,1,CLN1,712,0.11128694719504645,False
YBR291C,1546,3,20181015_135757_230plate10WellF11BlueChannel(series1).tif,10,F11,1,CTP1,1546,0.06471195700920027,False
YML089C,122,52,20181002_135035_623plate1WellB17BlueChannel(series2).tif,1,B17,2,,122,0.19120208036979258,False
YDL116W,1580,27,20181015_135757_230plate10WellF22BlueChannel(series2).tif,10,F22,2,NUP84,1580,0.08253475916331558,False
YMR230W,971,16,20181002_135035_623plate1WellN12BlueChannel(series2).tif,1,N12,2,RPS10B,971,0.19120208036979755,False
YLR262C-A,1156,143,20181015_135403_051plate10WellA01BlueChannel(series1).tif,10,A01,1,TMA7,1156,0.19073119106235104,False
YMR023C,1082,131,20181002_135035_623plate1WellP01BlueChannel(series2).tif,1,P01,2,MSS1,1082,0.15800726672508938,False
YML088W,129,44,20181002_135035_623plate1WellB19BlueChannel(series3).tif,1,B19,3,UFO1,129,0.1282481581773811,False
YDL200C,1640,52,20181015_135757_230plate10WellG18BlueChannel(series2).tif,10,G18,2,MGT1,1640,0.052554206126261716,False
YMR244W,1110,31,20181002_135035_623plate1WellP10BlueChannel(series3).tif,1,P10,3,,1110,0.08987548318347127,False
YML072C,1502,77,20181015_135757_230plate10WellE20BlueChannel(series2).tif,10,E20,2,TCB3,1502,0.0624902132146139,False
YLR024C,360,14,20181002_135035_623plate1WellE24BlueChannel(series3).tif,1,E24,3,UBR2,360,-0.010046093524218758,True
YCR087W,2010,2,20181015_135757_230plate10WellL21BlueChannel(series3).tif,10,L21,3,,2010,0.07963261237524381,False
YMR195W,695,18,20181002_135035_623plate1WellJ16BlueChannel(series2).tif,1,J16,2,ICY1,695,-0.04865968597540732,True
YLR438W,1318,41,20181015_135757_230plate10WellC07BlueChannel(series1).tif,10,C07,1,CAR2,1318,0.1428073884971914,False
YML068W,1497,17,20181015_135757_230plate10WellE18BlueChannel(series3).tif,10,E18,3,ITT1,1497,0.16456299278412984,False
YDL213C,1754,40,20181015_135757_230plate10WellI08BlueChannel(series2).tif,10,I08,2,NOP6,1754,0.0714174370314551,False
YLR077W,756,52,20181002_135035_623plate1WellK12BlueChannel(series3).tif,1,K12,3,FMP25,756,0.1872050244069124,False
YAR018C,619,7,20181002_135035_623plate1WellI15BlueChannel(series1).tif,1,I15,1,KIN3,619,0.1434145835397771,False
YDR035W,1283,11,20181015_135757_230plate10WellB19BlueChannel(series2).tif,10,B19,2,ARO3,1283,-0.0377155110544759,True
YCR081W,1978,1,20181015_135757_230plate10WellL11BlueChannel(series1).tif,10,L11,1,SRB8,1978,0.11213644172874038,False
YDR010C,2167,4,20181015_135757_230plate10WellO02BlueChannel(series1).tif,10,O02,1,,2167,0.12072033610740153,False
YLL052C,58,123,20181002_135035_623plate1WellA20BlueChannel(series1).tif,1,A20,1,AQY2,58,0.17897995024771685,False
YMR206W,816,39,20181002_135035_623plate1WellL08BlueChannel(series3).tif,1,L08,3,,816,0.16738434736199367,False
YDL238C,1946,41,20181015_135757_230plate10WellK24BlueChannel(series2).tif,10,K24,2,GUD1,1946,0.05326277476639385,False
YDR036C,1290,9,20181015_135757_230plate10WellB21BlueChannel(series3).tif,10,B21,3,EHD3,1290,0.1883761153145077,False
YAL020C,433,5,20181002_135035_623plate1WellG01BlueChannel(series1).tif,1,G01,1,ATS1,433,0.045464516507230296,False
YMR237W,1000,11,20181002_135035_623plate1WellN22BlueChannel(series1).tif,1,N22,1,BCH1,1000,0.013648049720988792,False
YMR143W,138,3,20181002_135035_623plate1WellB22BlueChannel(series3).tif,1,B22,3,RPS16A,138,0.17097431968194352,False
YLR018C,330,44,20181002_135035_623plate1WellE14BlueChannel(series3).tif,1,E14,3,POM34,330,0.185685783260713,False
YDL133W,1814,70,20181015_135757_230plate10WellJ04BlueChannel(series2).tif,10,J04,2,SRF1,1814,0.14924968328522656,False
YJR142W,1358,45,20181015_135757_230plate10WellC20BlueChannel(series2).tif,10,C20,2,,1358,0.18143718078014207,False
YMR006C,843,20,20181002_135035_623plate1WellL17BlueChannel(series3).tif,1,L17,3,PLB2,843,0.16944175596002584,False
YMR241W,1085,150,20181002_135035_623plate1WellP02BlueChannel(series2).tif,1,P02,2,YHM2,1085,0.01035276726861814,False
YLR082C,778,1,20181002_135035_623plate1WellK20BlueChannel(series1).tif,1,K20,1,SRL2,778,0.11284180538259486,False
YMR199W,712,31,20181002_135035_623plate1WellJ22BlueChannel(series1).tif,1,J22,1,CLN1,712,0.051226244867898924,False
YMR173W-A,425,17,20181002_135035_623plate1WellF22BlueChannel(series2).tif,1,F22,2,,425,0.09413523862268439,False
YAL068C,8,84,20181002_135035_623plate1WellA03BlueChannel(series2).tif,1,A03,2,PAU8,8,-0.011178928115474301,True
YLR262C-A,1156,120,20181015_135403_051plate10WellA01BlueChannel(series1).tif,10,A01,1,TMA7,1156,0.18510609173306142,False
YDR035W,1284,3,20181015_135757_230plate10WellB19BlueChannel(series3).tif,10,B19,3,ARO3,1284,0.19118986917639577,False
YMR016C,968,123,20181002_135035_623plate1WellN11BlueChannel(series2).tif,1,N11,2,SOK2,968,0.1797212457387915,False
YMR238W,1008,94,20181002_135035_623plate1WellN24BlueChannel(series3).tif,1,N24,3,DFG5,1008,0.14527691102881365,False
